Date,Open,High,Low,Close,Adj Close,Volume
1998-03-23,16.779876708984375,16.779876708984375,16.779876708984375,16.779876708984375,13.181764602661133,1073
1998-03-24,17.012929916381836,17.420774459838867,17.012929916381836,17.420774459838867,13.685243606567383,116711
1998-03-25,17.65382957458496,17.682960510253906,17.47903823852539,17.682960510253906,13.89120101928711,27891
1998-03-26,17.56643295288086,17.595565795898438,17.391643524169922,17.595565795898438,13.822549819946289,76163
1998-03-27,17.537302017211914,17.537302017211914,16.954666137695312,17.187721252441406,13.502158164978027,847444
1998-03-30,16.954666137695312,17.158588409423828,16.663349151611328,16.75074577331543,13.158882141113281,384890
1998-03-31,16.8381404876709,16.98379898071289,16.546823501586914,16.692480087280273,13.113113403320312,644701
1998-04-01,16.31376838684082,16.372032165527344,15.731134414672852,16.255504608154297,12.769838333129883,1004918
1998-04-02,16.255504608154297,17.07119369506836,16.255504608154297,17.012929916381836,13.364850997924805,1046539
1998-04-03,16.954666137695312,17.362510681152344,16.663349151611328,17.275115966796875,13.57081413269043,766990
1998-04-06,17.21685218811035,17.3333797454834,16.779876708984375,16.779876708984375,13.181764602661133,417715
1998-04-07,16.896404266357422,16.896404266357422,16.08071517944336,16.459428787231445,12.930035591125488,1516388
1998-04-08,16.459428787231445,16.546823501586914,16.109846115112305,16.40116310119629,12.884264945983887,602007
1998-04-09,16.430295944213867,16.80900764465332,16.08071517944336,16.08071517944336,12.632528305053711,711209
1998-04-13,15.847661018371582,16.138978958129883,15.731134414672852,16.138978958129883,12.678295135498047,1257864
1998-04-14,16.197242736816406,16.896404266357422,16.197242736816406,16.867271423339844,13.250422477722168,1577532
1998-04-15,17.362510681152344,17.362510681152344,17.012929916381836,17.3333797454834,13.616581916809082,596858
1998-04-16,17.304248809814453,17.304248809814453,16.3429012298584,16.40116310119629,12.89987564086914,422864
1998-04-17,16.40116310119629,16.459428787231445,15.93505573272705,16.022451400756836,12.602009773254395,788444
1998-04-20,15.99332046508789,16.022451400756836,15.58547592163086,15.58547592163086,12.258320808410645,577120
1998-04-21,15.643738746643066,15.81852912902832,14.798918724060059,14.798918724060059,11.63967227935791,825346
1998-04-22,14.798918724060059,15.148500442504883,14.798918724060059,15.061104774475098,11.845890998840332,1218817
1998-04-23,14.857181549072266,14.973709106445312,14.682392120361328,14.973709106445312,11.777151107788086,976169
1998-04-24,14.915446281433105,15.20676326751709,14.915446281433105,15.148500442504883,11.914623260498047,862676
1998-04-27,15.061104774475098,15.20676326751709,14.915446281433105,15.148500442504883,11.914623260498047,861818
1998-04-28,15.177631378173828,15.731134414672852,15.148500442504883,15.527212142944336,12.212491035461426,305509
1998-04-29,15.643738746643066,15.643738746643066,15.32328987121582,15.439817428588867,12.143754005432129,948279
1998-04-30,15.410684585571289,15.498080253601074,14.915446281433105,14.915446281433105,11.731324195861816,1989240
1998-05-01,14.915446281433105,15.614606857299805,14.915446281433105,15.556344032287598,12.235406875610352,940341
1998-05-04,15.964187622070312,16.05158233642578,15.847661018371582,15.964187622070312,12.556181907653809,462340
1998-05-05,15.964187622070312,15.964187622070312,15.847661018371582,15.964187622070312,12.556181907653809,227844
1998-05-06,15.964187622070312,16.08071517944336,15.381553649902344,15.381553649902344,12.097928047180176,743605
1998-05-07,15.148500442504883,15.32328987121582,14.857181549072266,14.915446281433105,11.731324195861816,869542
1998-05-08,14.915446281433105,15.265027046203613,14.915446281433105,15.031972885131836,11.822970390319824,607156
1998-05-11,15.031972885131836,15.119367599487305,14.682392120361328,14.740654945373535,11.59384822845459,1053834
1998-05-12,14.71152400970459,14.82805061340332,14.216283798217773,14.216283798217773,11.181415557861328,1263871
1998-05-13,14.33281135559082,15.498080253601074,14.33281135559082,15.352421760559082,12.07501220703125,2205070
1998-05-14,15.235895156860352,15.32328987121582,14.857181549072266,15.265027046203613,12.00627326965332,356141
1998-05-15,15.265027046203613,15.614606857299805,15.061104774475098,15.468949317932129,12.166666030883789,380599
1998-05-18,15.58547592163086,15.847661018371582,15.527212142944336,15.614606857299805,12.281230926513672,539146
1998-05-19,15.672870635986328,15.847661018371582,15.556344032287598,15.58547592163086,12.258320808410645,433805
1998-05-20,15.70200252532959,16.517690658569336,15.70200252532959,16.48855972290039,12.968610763549805,652424
1998-05-21,16.459428787231445,16.459428787231445,15.964187622070312,16.022451400756836,12.602009773254395,607370
1998-05-22,16.08071517944336,16.08071517944336,15.81852912902832,15.81852912902832,12.441617012023926,535284
1998-05-26,15.964187622070312,16.022451400756836,15.70200252532959,15.70200252532959,12.349968910217285,1083870
